model,exposure_type,name,weight
pca,industry,C39计算机、通信和其他电子设备制造业,1.0
pca,style,quality_factor,0.5363636363636364
pca,style,value_factor,0.33636363636363636
pca,style,momentum_factor,0.09090909090909091
pca,style,volatility_factor,0.03636363636363636
