from,to,shift_score
2024-11-01,2024-11-04,0.10377635266450458
2024-11-14,2024-11-15,0.07601928642977247
2024-11-21,2024-11-22,0.052638552702124454
2024-11-11,2024-11-12,0.03563256000970317
2024-10-31,2024-11-01,0.0319777679952123
