from,to,shift_score
2024-12-03,2024-12-04,3816396.882345141
2024-11-15,2024-11-18,3056957.6288529383
2024-11-22,2024-11-25,3035177.2611261983
2024-12-26,2024-12-27,2663727.878187739
2024-11-21,2024-11-22,2586490.6745260395
