left,right,score
688166.SH,688192.SH,0.9998457544572863
600521.SH,688578.SH,0.9998128159132631
600276.SH,688266.SH,0.9994864362161092
600380.SH,688520.SH,0.9988948989706384
603707.SH,603858.SH,0.9987755708869539
