model,rank,mse,rmse,explained_variance,compression_ratio,bic,ic_mean,rank_ic_mean,ir,rolling_stability
cp,3,1.0338230445402483,1.016770890879675,-0.012039287650661867,5.794238683127572,1808.5670889048795,-0.08429735811786877,-0.0766062383364436,-0.23276742715626603,0.5479542772338643
tucker,"(2, 2, 2)",0.5479138448852953,0.7402120269796318,0.463631285644009,8.380952380952381,370.8822819352355,0.0029961914766245745,0.016052386030391892,0.05615027737282513,0.9387341890393234
pca,3,0.15954186338546264,0.3994269187041137,0.8438198542547608,0.3320754716981132,28155.372189525075,0.16012109550616077,0.13523393761663555,2.2957240881650276,0.9468885256749827
