trade_date,model,quantile,daily_return,cumulative_nav
2026-03-16,tucker,1,-0.026526384146554782,0.9734736158534452
2026-03-16,tucker,2,-0.027757967088598807,0.9722420329114012
2026-03-16,tucker,3,-0.05139257526419009,0.94860742473581
2026-03-16,tucker,4,-0.05995432417124352,0.9400456758287565
2026-03-16,tucker,5,-0.020001874330253522,0.9799981256697465
2026-03-17,tucker,1,-0.03778345216052311,0.936692422059315
2026-03-17,tucker,2,-0.025330712183450472,0.9476144498030696
2026-03-17,tucker,3,-0.03163959465619939,0.9185938703293077
2026-03-17,tucker,4,-0.051978428630215144,0.8911835787585491
2026-03-17,tucker,5,-0.030444147911364128,0.9501629177789971
2026-03-18,tucker,1,-0.034232619581565836,0.904626986710023
2026-03-18,tucker,2,-0.020649487436521674,0.9280466971271947
2026-03-18,tucker,3,-0.024267196543739915,0.8963021723341517
2026-03-18,tucker,4,-0.045911144568832586,0.8502683206367958
2026-03-18,tucker,5,-0.020791674568723995,0.930407439605267
2026-03-19,tucker,1,0.03194586119765971,0.9335260748631186
2026-03-19,tucker,2,0.011809309507896715,0.9390062878113509
2026-03-19,tucker,3,-0.00233218051843496,0.894211833869203
2026-03-19,tucker,4,0.02220192355860695,0.869145912895879
2026-03-19,tucker,5,0.026251267484186547,0.954831814171622
2026-03-20,tucker,1,0.0856792368964711,1.0135098765803485
2026-03-20,tucker,2,0.076762661973786,1.0110869100738733
2026-03-20,tucker,3,0.06029592635825746,0.9481291647528628
2026-03-20,tucker,4,0.09515099890946836,0.9518460147060036
2026-03-20,tucker,5,0.0826053245117062,1.03370600603537
2026-03-23,tucker,1,0.029082369446613354,1.0429851452488497
2026-03-23,tucker,2,0.04718364393063379,1.0587936748217235
2026-03-23,tucker,3,0.05400836438784595,0.9993360701695795
2026-03-23,tucker,4,0.06770301733087132,1.016288861935965
2026-03-23,tucker,5,0.0284623843057306,1.0631277436382904
2026-03-24,tucker,1,0.091511706705196,1.1384304959587386
2026-03-24,tucker,2,0.0717675377703843,1.1347806898705355
2026-03-24,tucker,3,0.0836592059269859,1.0829397322541612
2026-03-24,tucker,4,0.09292711446255116,1.1107296533361042
2026-03-24,tucker,5,0.06452553339677378,1.1317266283654597
2026-03-25,tucker,1,0.1055918686960892,1.2586394994076375
2026-03-25,tucker,2,0.07523582407486169,1.2201568502171851
2026-03-25,tucker,3,0.0996204532238671,1.1908226791954541
2026-03-25,tucker,4,0.0980984922531956,1.2196905576292907
2026-03-25,tucker,5,0.09982807229712266,1.2447047160425058
2026-03-26,tucker,1,0.0335087080542909,1.3008148829388868
2026-03-26,tucker,2,0.016189601435410966,1.2399107033108878
2026-03-26,tucker,3,0.041961299384719264,1.2407911461512882
2026-03-26,tucker,4,0.0130725659927316,1.235635042934611
2026-03-26,tucker,5,0.04118666159839117,1.2959699479720699
2026-03-27,tucker,1,0.0,1.3008148829388868
2026-03-27,tucker,2,0.0,1.2399107033108878
2026-03-27,tucker,3,0.0,1.2407911461512882
2026-03-27,tucker,4,0.0,1.235635042934611
2026-03-27,tucker,5,0.0,1.2959699479720699
2026-03-30,tucker,1,0.0,1.3008148829388868
2026-03-30,tucker,2,0.0,1.2399107033108878
2026-03-30,tucker,3,0.0,1.2407911461512882
2026-03-30,tucker,4,0.0,1.235635042934611
2026-03-30,tucker,5,0.0,1.2959699479720699
