model,top_n,observation_count,mean_daily_return,cumulative_return,annualized_volatility,sharpe_ratio,max_drawdown,average_turnover
cp,20,49,-0.0006716703484634826,-0.051881693510667515,0.45773100492070856,-0.3697825272773869,-0.3474698711137961,0.13775510204081634
pca,20,49,-0.005785667027857749,-0.2545174290150378,0.30955111981533556,-4.710007484030179,-0.36269420082094916,0.1520408163265306
tucker,20,49,-0.0025974873265348637,-0.12792607782120247,0.3112590055724659,-2.102965037374292,-0.3043753777372683,0.02040816326530612
