model,exposure_type,name,weight
cp,industry,B06煤炭开采和洗选业,0.19387755102040816
cp,industry,C35专用设备制造业,0.14795918367346939
cp,industry,C31黑色金属冶炼和压延加工业,0.10204081632653061
cp,industry,C32有色金属冶炼和压延加工业,0.08979591836734693
cp,industry,C37铁路、船舶、航空航天和其他运输设备制造业,0.07551020408163266
cp,industry,C26化学原料和化学制品制造业,0.06938775510204082
cp,industry,C39计算机、通信和其他电子设备制造业,0.0653061224489796
cp,industry,G55水上运输业,0.04897959183673469
cp,industry,D44电力、热力生产和供应业,0.04795918367346939
cp,industry,J68保险业,0.04591836734693878
cp,industry,C28化学纤维制造业,0.027551020408163266
cp,industry,B11开采专业及辅助性活动,0.024489795918367346
cp,industry,C27医药制造业,0.024489795918367346
cp,industry,I63电信、广播电视和卫星传输服务,0.019387755102040816
cp,industry,I65软件和信息技术服务业,0.004081632653061225
cp,industry,I64互联网和相关服务,0.003061224489795918
cp,industry,B09有色金属矿采选业,0.003061224489795918
cp,industry,C15酒、饮料和精制茶制造业,0.0020408163265306124
cp,industry,M74专业技术服务业,0.0010204081632653062
cp,industry,C14食品制造业,0.0010204081632653062
cp,industry,G60邮政业,0.0010204081632653062
cp,industry,C34通用设备制造业,0.0010204081632653062
cp,industry,C30非金属矿物制品业,0.0010204081632653062
cp,style,quality_factor,0.5948979591836735
cp,style,value_factor,0.39387755102040817
cp,style,volatility_factor,0.011224489795918367
