model,exposure_type,name,weight
pca,industry,C39计算机、通信和其他电子设备制造业,0.16326530612244897
pca,industry,C35专用设备制造业,0.12448979591836734
pca,industry,C26化学原料和化学制品制造业,0.11122448979591837
pca,industry,C37铁路、船舶、航空航天和其他运输设备制造业,0.1
pca,industry,J68保险业,0.06836734693877551
pca,industry,D44电力、热力生产和供应业,0.05102040816326531
pca,industry,B11开采专业及辅助性活动,0.05
pca,industry,C32有色金属冶炼和压延加工业,0.05
pca,industry,K70房地产业,0.04897959183673469
pca,industry,C27医药制造业,0.04183673469387755
pca,industry,C31黑色金属冶炼和压延加工业,0.019387755102040816
pca,industry,G56航空运输业,0.019387755102040816
pca,industry,C28化学纤维制造业,0.018367346938775512
pca,industry,C29橡胶和塑料制品业,0.017346938775510204
pca,industry,C38电气机械和器材制造业,0.014285714285714285
pca,industry,C30非金属矿物制品业,0.013265306122448979
pca,industry,G55水上运输业,0.011224489795918367
pca,industry,I64互联网和相关服务,0.011224489795918367
pca,industry,I65软件和信息技术服务业,0.009183673469387756
pca,industry,B06煤炭开采和洗选业,0.009183673469387756
pca,industry,F52零售业,0.00816326530612245
pca,industry,C34通用设备制造业,0.00816326530612245
pca,industry,Q84卫生,0.007142857142857143
pca,industry,C15酒、饮料和精制茶制造业,0.00510204081632653
pca,industry,C14食品制造业,0.004081632653061225
pca,industry,M74专业技术服务业,0.003061224489795918
pca,industry,J67资本市场服务,0.003061224489795918
pca,industry,C40仪器仪表制造业,0.0020408163265306124
pca,industry,C36汽车制造业,0.0020408163265306124
pca,industry,C24文教、工美、体育和娱乐用品制造业,0.0010204081632653062
pca,industry,C21家具制造业,0.0010204081632653062
pca,industry,C13农副食品加工业,0.0010204081632653062
pca,industry,J69其他金融业,0.0010204081632653062
pca,industry,I63电信、广播电视和卫星传输服务,0.0010204081632653062
pca,style,quality_factor,0.6112244897959184
pca,style,momentum_factor,0.2479591836734694
pca,style,value_factor,0.14081632653061224
