from,to,shift_score
2024-11-01,2024-11-04,0.15462875437399545
2024-11-07,2024-11-08,0.0881601058836292
2024-10-30,2024-10-31,0.08743984957407307
2024-11-14,2024-11-15,0.08218290739270571
2024-11-28,2024-11-29,0.07082498260219526
