from,to,shift_score
2024-11-01,2024-11-04,0.07971730893976547
2024-11-14,2024-11-15,0.06790418617717785
2024-11-21,2024-11-22,0.0495396936004098
2024-10-30,2024-10-31,0.04780319419392902
2024-10-31,2024-11-01,0.04746970778684691
