left,right,score
momentum_factor,volatility_factor,0.959589514131271
quality_factor,volatility_factor,-0.26462347111977114
momentum_factor,value_factor,-0.30833296932293097
momentum_factor,quality_factor,-0.5253019425988155
value_factor,volatility_factor,-0.5635662413371121
