from,to,shift_score
2021-12-02,2021-12-03,0.5354218196547492
2021-12-03,2021-12-06,0.42146381125623494
2021-10-29,2021-11-01,0.3851136028081476
2021-11-24,2021-11-25,0.3797531025558751
2021-11-29,2021-11-30,0.37635355527755077
