model,rank,mse,rmse,explained_variance,compression_ratio,bic,ic_mean,rank_ic_mean,ir,rolling_stability
cp,2,1.3804815824883017,1.1749389696866395,-0.06325173374454751,5.433962264150943,4025.662732447037,0.09111841750403223,0.058129370629370625,0.421347235013566,0.6391742729853528
tucker,"(3, 2, 2)",0.8112924849409242,0.900717760977835,0.3751396960816247,5.165919282511211,2971.2835171605175,0.011485257317858655,-0.024329836829836818,0.0344576702197771,0.9687776926439255
pca,3,0.19473274580642108,0.4412853337767086,0.85001615941713,0.3274587833996589,50705.9035687098,-0.07317999847405664,-0.05099067599067599,-0.19673868603581707,0.9602728983542571
