from,to,shift_score
2021-12-02,2021-12-03,0.04445727927649834
2021-11-16,2021-11-17,0.03295333283061526
2021-11-04,2021-11-05,0.02701023525746701
2021-11-11,2021-11-12,0.025248368431861862
2021-10-29,2021-11-01,0.02450935518528541
