left,right,score
600010.SH,600029.SH,0.9999998392884143
600029.SH,600115.SH,0.9999791763337382
600010.SH,600115.SH,0.9999753568993215
600010.SH,600039.SH,0.9999752855693843
600029.SH,600039.SH,0.9999711389636625
