model,rank,mse,rmse,explained_variance,compression_ratio,bic,ic_mean,rank_ic_mean,ir,rolling_stability
cp,2,1.1690028795825431,1.0812043653179277,-0.1726971050072479,5.433962264150943,3642.5506971130308,0.04505373196307744,0.037296037296037296,0.16211350315353618,0.5845018317312073
tucker,"(2, 2, 2)",0.680093210204478,0.824677640174922,0.31775759267018755,5.358139534883721,2440.982310051337,-0.048208773071766686,-0.034236596736596736,-0.17875964616098453,0.9641063595166391
pca,3,0.14119430860855722,0.37575831142977695,0.8583594960793562,0.3274587833996589,49965.18814975524,-0.024726631676169886,0.015442890442890446,-0.08687376681237767,0.9579055551698225
