from,to,shift_score
2018-11-01,2018-11-02,0.039087058982675345
2018-11-08,2018-11-09,0.030501281777179538
2018-11-26,2018-11-27,0.021640693245437298
2018-11-12,2018-11-13,0.018662528017229653
2018-12-06,2018-12-07,0.01769028688999306
