left,right,score
quality_factor,value_factor,0.9970901155339384
momentum_factor,value_factor,0.03465488209977109
value_factor,volatility_factor,0.012944167113940933
momentum_factor,volatility_factor,-0.00047740135976998227
quality_factor,volatility_factor,-0.013744874884868611
