from,to,shift_score
2018-10-26,2018-10-29,0.05553146502819321
2018-11-02,2018-11-05,0.04838464258855365
2018-12-07,2018-12-10,0.044038257650891366
2018-11-19,2018-11-20,0.043972009680349276
2018-12-27,2018-12-28,0.04093165442699172
