model,exposure_type,name,weight
pca,industry,J66货币金融服务,0.4666666666666667
pca,industry,C31黑色金属冶炼和压延加工业,0.15833333333333333
pca,industry,C36汽车制造业,0.1
pca,industry,B07石油和天然气开采业,0.09166666666666666
pca,industry,C35专用设备制造业,0.07916666666666666
pca,industry,C38电气机械和器材制造业,0.041666666666666664
pca,industry,C32有色金属冶炼和压延加工业,0.025
pca,industry,G55水上运输业,0.020833333333333332
pca,industry,D44电力、热力生产和供应业,0.016666666666666666
pca,style,momentum_factor,0.49166666666666664
pca,style,value_factor,0.29583333333333334
pca,style,quality_factor,0.11666666666666667
pca,style,volatility_factor,0.09583333333333334
