left,right,score
600050.SH,600118.SH,0.9999920822214337
600000.SH,600016.SH,0.9999878077172824
600011.SH,600030.SH,0.9999735494024838
600028.SH,600031.SH,0.998979485144782
600000.SH,600019.SH,0.997128130334121
