model,exposure_type,name,weight
cp,industry,J66货币金融服务,0.5458333333333333
cp,industry,G55水上运输业,0.15
cp,industry,C31黑色金属冶炼和压延加工业,0.13333333333333333
cp,industry,C32有色金属冶炼和压延加工业,0.06666666666666667
cp,industry,C35专用设备制造业,0.04583333333333333
cp,industry,C38电气机械和器材制造业,0.020833333333333332
cp,industry,C36汽车制造业,0.0125
cp,industry,C39计算机、通信和其他电子设备制造业,0.008333333333333333
cp,industry,I63电信、广播电视和卫星传输服务,0.008333333333333333
cp,industry,J67资本市场服务,0.004166666666666667
cp,industry,B07石油和天然气开采业,0.004166666666666667
cp,style,quality_factor,0.8958333333333334
cp,style,volatility_factor,0.10416666666666667
