left,right,score
600011.SH,600018.SH,0.9795400724985507
600000.SH,600016.SH,0.9776419823956572
600011.SH,600050.SH,0.9568384178405991
600019.SH,600104.SH,0.9351355804835619
600018.SH,600050.SH,0.9208353336235857
