from,to,shift_score
2022-11-11,2022-11-14,0.5344844007186276
2022-11-24,2022-11-25,0.41803795895495116
2022-11-25,2022-11-28,0.3758565664942256
2022-11-08,2022-11-09,0.3565949236354345
2022-12-08,2022-12-09,0.31542394185628975
