model,rank,mse,rmse,explained_variance,compression_ratio,bic,ic_mean,rank_ic_mean,ir,rolling_stability
cp,3,0.8814897180535403,0.9388768385968099,-0.0043265942722363615,4.274143302180685,4736.6909297465,0.25251203370702024,0.2626822157434402,0.77661048820045,0.6738801680427665
tucker,"(2, 2, 2)",0.4535207842245409,0.6734395178667056,0.483280433879954,6.32258064516129,1266.3329338632443,0.25188362333,0.2530612244897959,0.5764860953502206,0.956607940082904
pca,3,0.14382968822992157,0.3792488473679539,0.836127435208018,0.33438947111869366,59647.353242874786,0.2974584145576079,0.28688046647230314,0.8378223609961769,0.9591720359296435
