from,to,shift_score
2015-12-24,2015-12-25,0.048809783846156626
2015-11-26,2015-11-27,0.044881917630567245
2015-12-03,2015-12-04,0.04113065044111466
2015-12-18,2015-12-21,0.03010619988497272
2015-11-03,2015-11-04,0.02628434393903169
