model,top_n,observation_count,mean_daily_return,cumulative_return,annualized_volatility,sharpe_ratio,max_drawdown,average_turnover
cp,5,48,-0.0042624356261494675,-0.2085397272324847,0.551962862909839,-1.9460254483916641,-0.4505528019269974,0.05416666666666666
pca,5,48,0.001633312594337382,0.04983623504583501,0.5632269910387488,0.7307795619203616,-0.2908741125964185,0.1708333333333333
tucker,5,48,-0.0071148547010631905,-0.30144463600171245,0.40667147060806097,-4.408825094091528,-0.37734487206711675,0.075
