from,to,shift_score
2024-11-05,2024-11-06,3841157.598041578
2024-12-03,2024-12-04,2544961.4821984433
2024-11-04,2024-11-05,2255180.555266787
2024-10-30,2024-10-31,1698060.8000552133
2024-12-26,2024-12-27,1630288.972257788
