left,right,score
600021.SH,600039.SH,0.9970490182941012
600026.SH,600066.SH,0.9954591347602486
600029.SH,600115.SH,0.9912048648626596
600010.SH,600021.SH,0.9803850281076668
600026.SH,600027.SH,0.9695158229359063
