from,to,shift_score
2023-10-25,2023-10-26,0.09595504017244992
2023-10-31,2023-11-01,0.07304316041884124
2023-10-27,2023-10-30,0.06151476725498252
2023-11-01,2023-11-02,0.059241922399823316
2023-11-20,2023-11-21,0.051209727119823745
