model,top_n,observation_count,mean_daily_return,cumulative_return,annualized_volatility,sharpe_ratio,max_drawdown,average_turnover
cp,5,48,-0.004013090522394822,-0.17738374335291685,0.15284191203279632,-6.616632821411539,-0.22587873273096215,0.06666666666666667
pca,5,48,-0.0038359077932085665,-0.17183069334853818,0.20577703412473156,-4.6975541658483895,-0.2505495689454553,0.16249999999999998
tucker,5,48,-0.0038979273843999414,-0.17430008612150605,0.20517295486254403,-4.787559361938634,-0.24818808915310153,0.06249999999999999
