from,to,shift_score
2023-10-27,2023-10-30,0.673297903803349
2023-10-25,2023-10-26,0.5151710663469083
2023-11-21,2023-11-22,0.32722170962031405
2023-11-15,2023-11-16,0.2833989975775099
2023-12-01,2023-12-04,0.266241523335325
