left,right,score
600000.SH,600019.SH,0.9999963123594502
600018.SH,600089.SH,0.9999823696129162
600018.SH,600031.SH,0.9999103826236706
600036.SH,600104.SH,0.9998299877293106
600031.SH,600089.SH,0.9998132577963078
