trade_date,stock_code,market_id,universe_id,model_count,models,total_score,stock_score,selection_signal,time_regime_score,cluster_label,top_factor_1,top_factor_1_score,top_factor_2,top_factor_2_score,top_factor_3,top_factor_3_score
2017-10-24,600015.SH,cn_a,SIZE_MID,3,"cp,pca,tucker",0.34583427490586754,0.34583427490586754,0.34583427490586754,0.0,0,quality_factor,0.4989221394062042,value_factor,0.46359971165657043,momentum_factor,0.02903902716934681
2017-10-24,600048.SH,cn_a,SIZE_MID,3,"cp,pca,tucker",0.24221429895480875,0.24221429895480875,0.24221429895480875,0.0,1,volatility_factor,0.5098890662193298,momentum_factor,0.2671024203300476,value_factor,0.1744263619184494
2017-10-24,600066.SH,cn_a,SIZE_MID,3,"cp,pca,tucker",0.14105752818467018,0.14105752818467018,0.14105752818467018,0.0,0,momentum_factor,0.40006470680236816,volatility_factor,0.2820756137371063,value_factor,0.2231885939836502
2017-10-24,600026.SH,cn_a,SIZE_MID,3,"cp,pca,tucker",-0.03865546263628719,-0.03865546263628719,-0.03865546263628719,0.0,1,value_factor,0.6837164759635925,momentum_factor,0.19583247601985931,quality_factor,0.08153374493122101
2017-10-24,600039.SH,cn_a,SIZE_MID,3,"cp,pca,tucker",-0.041914887924487575,-0.041914887924487575,-0.041914887924487575,0.0,0,value_factor,0.6997111439704895,momentum_factor,0.164597287774086,quality_factor,0.10788724571466446
2017-10-25,600015.SH,cn_a,SIZE_MID,3,"cp,pca,tucker",0.3964784358332564,0.3826128812257419,0.3964784358332564,0.2608376828332742,0,quality_factor,0.4990193247795105,value_factor,0.4635297358036041,momentum_factor,0.029002351686358452
2017-10-25,600048.SH,cn_a,SIZE_MID,3,"cp,pca,tucker",0.28590127056871867,0.24732307652382945,0.28590127056871867,0.2608376828332742,1,volatility_factor,0.508209228515625,momentum_factor,0.20571304857730865,value_factor,0.19594678282737732
2017-10-25,600066.SH,cn_a,SIZE_MID,3,"cp,pca,tucker",0.11155443341239575,0.06871467048002121,0.11155443341239575,0.2608376828332742,0,volatility_factor,0.32509106397628784,momentum_factor,0.28726375102996826,value_factor,0.23408737778663635
2017-10-25,600039.SH,cn_a,SIZE_MID,3,"cp,pca,tucker",-0.02859466506712464,-0.01555570673101045,-0.02859466506712464,0.2608376828332742,0,value_factor,0.6991604566574097,momentum_factor,0.1642712950706482,quality_factor,0.10885177552700043
2017-10-25,600026.SH,cn_a,SIZE_MID,3,"cp,pca,tucker",-0.035049641534444835,-0.006937773244047975,-0.035049641534444835,0.2608376828332742,1,value_factor,0.6826737523078918,momentum_factor,0.19576220214366913,quality_factor,0.08262950927019119
2017-10-26,600015.SH,cn_a,SIZE_MID,3,"cp,pca,tucker",0.3600357373120621,0.3510166848433047,0.3600357373120621,0.2070672089854876,0,quality_factor,0.499335378408432,value_factor,0.4633018970489502,momentum_factor,0.02888302505016327
2017-10-26,600048.SH,cn_a,SIZE_MID,3,"cp,pca,tucker",0.2396350054615636,0.21766512247025896,0.2396350054615636,0.2070672089854876,1,volatility_factor,0.4473559558391571,momentum_factor,0.27812740206718445,value_factor,0.20216791331768036
2017-10-26,600066.SH,cn_a,SIZE_MID,3,"cp,pca,tucker",0.22266150153206146,0.17339787742762447,0.22266150153206146,0.2070672089854876,0,volatility_factor,0.3948783278465271,momentum_factor,0.3111685812473297,value_factor,0.19339798390865326
2017-10-26,600026.SH,cn_a,SIZE_MID,3,"cp,pca,tucker",0.0157391986990421,0.025994323956844746,0.0157391986990421,0.2070672089854876,1,value_factor,0.6792758703231812,momentum_factor,0.19553320109844208,quality_factor,0.08619991689920425
2017-10-26,600009.SH,cn_a,SIZE_MID,3,"cp,pca,tucker",-0.003524498943581108,-0.024663985243093805,-0.003524498943581108,0.2070672089854876,0,quality_factor,0.44877853989601135,volatility_factor,0.2415916472673416,momentum_factor,0.23777540028095245
2017-10-27,600015.SH,cn_a,SIZE_MID,3,"cp,pca,tucker",0.46180756886532137,0.38595994133963424,0.46180756886532137,0.1529319416731596,0,quality_factor,0.49929967522621155,value_factor,0.463327556848526,momentum_factor,0.028896475210785866
2017-10-27,600048.SH,cn_a,SIZE_MID,3,"cp,pca,tucker",0.2601377932654639,0.20943927965629952,0.2601377932654639,0.1529319416731596,1,volatility_factor,0.3749137222766876,momentum_factor,0.29057833552360535,value_factor,0.2338002622127533
2017-10-27,600066.SH,cn_a,SIZE_MID,3,"cp,pca,tucker",0.09911761426449524,0.06807575478832466,0.09911761426449524,0.1529319416731596,0,momentum_factor,0.3118872046470642,volatility_factor,0.3057496249675751,value_factor,0.23655955493450165
2017-10-27,600026.SH,cn_a,SIZE_MID,3,"cp,pca,tucker",0.03407635444232595,0.033902142791093194,0.03407635444232595,0.1529319416731596,1,value_factor,0.6796594262123108,momentum_factor,0.1955590546131134,quality_factor,0.08579693734645844
2017-10-27,600009.SH,cn_a,SIZE_MID,3,"cp,pca,tucker",-0.05876582030058924,-0.06150084392034679,-0.05876582030058924,0.1529319416731596,0,quality_factor,0.4523527920246124,momentum_factor,0.2436734288930893,volatility_factor,0.2166927009820938
2017-10-30,600015.SH,cn_a,SIZE_MID,3,"cp,pca,tucker",0.8569332775030561,0.38024907843081585,0.8569332775030561,0.7792116304238638,0,quality_factor,0.502467155456543,value_factor,0.46104422211647034,momentum_factor,0.027700506150722504
