from,to,shift_score
2017-12-18,2017-12-19,0.19768709493628753
2017-12-25,2017-12-26,0.14208071551136842
2017-12-12,2017-12-13,0.12942419300000224
2017-12-04,2017-12-05,0.11593220847285966
2017-11-22,2017-11-23,0.10823503378143559
