from,to,shift_score
2017-12-20,2017-12-21,0.5852935074579237
2017-10-27,2017-10-30,0.581437191376586
2017-12-14,2017-12-15,0.5300972049284266
2017-11-24,2017-11-27,0.4512659477151257
2017-12-18,2017-12-19,0.4406192899763249
