model,top_n,observation_count,mean_daily_return,cumulative_return,annualized_volatility,sharpe_ratio,max_drawdown,average_turnover
cp,5,49,0.001018017441026643,0.04606773874148251,0.22243917585394177,1.1533058156408738,-0.18727327064585086,0.02040816326530612
pca,5,49,0.012106311899105868,0.7763684135826592,0.399121100045987,7.643771773086326,-0.11916871583768662,0.07755102040816327
tucker,5,49,0.002620870168540279,0.1279574712536804,0.28491752372696927,2.3180718189347145,-0.15466462422429061,0.02040816326530612
