from,to,shift_score
2021-11-11,2021-11-12,0.06173521634865554
2021-11-26,2021-11-29,0.057131356033628455
2021-12-03,2021-12-06,0.049720659542170136
2021-11-03,2021-11-04,0.04533394274946227
2021-11-01,2021-11-02,0.04285359005487236
