left,right,score
600031.SH,600089.SH,0.998806518749882
600000.SH,600016.SH,0.9939460089988116
600000.SH,600028.SH,0.9882862102398342
600030.SH,600118.SH,0.9836484863331325
600016.SH,600028.SH,0.9793903812645236
