from,to,shift_score
2023-11-02,2023-11-03,0.0160562078432784
2023-12-27,2023-12-28,0.013275927569972694
2023-11-23,2023-11-24,0.013045794423873968
2023-10-30,2023-10-31,0.011976329285637336
2023-11-10,2023-11-13,0.007664057833742097
