trade_date,model,quantile,daily_return,cumulative_nav
2023-10-25,cp,1,-0.02266014431686632,0.9773398556831336
2023-10-25,cp,2,0.059525373234141976,1.059525373234142
2023-10-25,cp,3,0.009668471877089746,1.0096684718770899
2023-10-25,cp,4,-0.009698475494389088,0.9903015245056109
2023-10-25,cp,5,-0.003045141056916239,0.9969548589430838
2023-10-26,cp,1,-0.008036696355327241,0.9694852720270489
2023-10-26,cp,2,-0.0018417863018547382,1.057573953915252
2023-10-26,cp,3,-0.00586455060485926,1.0037472200296358
2023-10-26,cp,4,0.01008373288034394,1.000287460549723
2023-10-26,cp,5,0.00022807260384115149,0.9971822370336749
2023-10-27,cp,1,-0.0005958650780403252,0.9689075896097736
2023-10-27,cp,2,0.003181708125011525,1.0609388455572248
2023-10-27,cp,3,0.006852170434470987,1.0106250670544055
2023-10-27,cp,4,-0.0027720116411458586,0.9975146520645869
2023-10-27,cp,5,0.0028846027293220216,1.0000587116362538
2023-10-30,cp,1,0.011930264480475664,0.9804669134109585
2023-10-30,cp,2,-0.005268584842516004,1.0553491992366857
2023-10-30,cp,3,0.029844527221463007,1.0407866943788036
2023-10-30,cp,4,0.007456213512670747,1.004952334292398
2023-10-30,cp,5,0.0006333245656624202,1.0006920733854379
2023-10-31,cp,1,0.014781414838308601,0.9949596015933218
2023-10-31,cp,2,0.043472688823415116,1.1012280665751424
2023-10-31,cp,3,0.026022952190769277,1.067871036767412
2023-10-31,cp,4,0.03333700791052859,1.038454438210408
2023-10-31,cp,5,0.020044189632219576,1.0207501350678347
2023-11-01,cp,1,0.014227213786049001,1.0091151045536721
2023-11-01,cp,2,0.03280138099907948,1.1373498679537533
2023-11-01,cp,3,0.0538050201948431,1.1253278594661706
2023-11-01,cp,4,-0.0032685751992360492,1.0350601717881367
2023-11-01,cp,5,0.08106012619798249,1.103492269833041
2023-11-02,cp,1,0.004919778872552997,1.0140797277250295
2023-11-02,cp,2,0.051873104414637515,1.1963477364100925
2023-11-02,cp,3,0.008289764110761674,1.1346565619684137
2023-11-02,cp,4,-0.0020178425484298677,1.0329715833333175
2023-11-02,cp,5,0.018871574470422394,1.1243169063807306
2023-11-03,cp,1,-0.005554917190410384,1.008446598813043
2023-11-03,cp,2,0.006264095933768273,1.203841773401112
2023-11-03,cp,3,0.012552287988166433,1.1488990979019043
2023-11-03,cp,4,-0.013511769382270314,1.0190143095208792
2023-11-03,cp,5,0.01923756907142509,1.1459460305254008
2023-11-06,cp,1,0.0026251401783893478,1.0110939124973475
2023-11-06,cp,2,0.015640609991411775,1.2226705930702482
2023-11-06,cp,3,-0.005783658944731114,1.1422542573577303
2023-11-06,cp,4,0.003338204704019132,1.0224159878823846
2023-11-06,cp,5,0.0002956500220309926,1.146284829494572
2023-11-07,cp,1,0.0007107211449803678,1.0118125183205202
2023-11-07,cp,2,-0.008516249397502581,1.2122580253686694
2023-11-07,cp,3,-0.010350818218333613,1.130430991180703
2023-11-07,cp,4,-0.0046469983892677424,1.0176648224335336
2023-11-07,cp,5,-0.014783720698927956,1.129338474733906
2023-11-08,cp,1,-0.006024803722477323,1.0057165464936937
2023-11-08,cp,2,-0.030929246061421962,1.1747637986121082
2023-11-08,cp,3,-0.013946156651021743,1.114665823494527
2023-11-08,cp,4,-0.006276186901176835,1.0112777678051879
2023-11-08,cp,5,-0.020537003946946637,1.106145246020857
2023-11-09,cp,1,0.004722543101939314,1.0104660862328436
2023-11-09,cp,2,-0.006685998526589095,1.1669093295854973
2023-11-09,cp,3,-0.010716008825476056,1.102721054692503
2023-11-09,cp,4,0.00698585455148278,1.018342407202223
2023-11-09,cp,5,0.004246419247719275,1.110842402484333
2023-11-10,cp,1,0.003211790038395316,1.0137114911427425
2023-11-10,cp,2,-0.007389471385269779,1.1582864864853208
2023-11-10,cp,3,-0.007933697176256452,1.0939723997746906
2023-11-10,cp,4,0.007263544950759926,1.0257391830522014
2023-11-10,cp,5,0.015542744805115178,1.128107942464848
2023-11-13,cp,1,-0.004988083654340207,1.0086550134235566
2023-11-13,cp,2,-0.0178727536330624,1.1375847174758633
2023-11-13,cp,3,-0.02986889359694748,1.061296654567823
2023-11-13,cp,4,0.01095635197608108,1.0369775425773793
2023-11-13,cp,5,-0.0023310764613814683,1.1254782365942706
2023-11-14,cp,1,-0.01642155321823735,0.9920913314417797
2023-11-14,cp,2,-0.03508683303357093,1.0976704724322457
2023-11-14,cp,3,-0.040279557903500296,1.0185480945173673
2023-11-14,cp,4,-0.012741097897827939,1.0237653101895519
2023-11-14,cp,5,-0.01071985466626492,1.1134132734679358
2023-11-15,cp,1,0.001593934772381474,0.993672660312343
2023-11-15,cp,2,-0.013547166040802897,1.0828001482841196
2023-11-15,cp,3,-0.002973173621111269,1.015519774190915
2023-11-15,cp,4,0.008039612321100786,1.0319959863912673
2023-11-15,cp,5,0.010047950452076118,1.1246007948724255
2023-11-16,cp,1,-0.01106132246623794,0.9826813265907437
2023-11-16,cp,2,-0.03056348895831092,1.0497059979079806
2023-11-16,cp,3,-0.03781679966228161,0.9771160663372518
2023-11-16,cp,4,-0.010015894997244682,1.0216596229539945
2023-11-16,cp,5,-0.01772964636640955,1.1046620204759543
2023-11-17,cp,1,-0.02115226303060132,0.961895392695436
2023-11-17,cp,2,-0.026226447633761734,1.0221759385230014
2023-11-17,cp,3,-0.031195473578531602,0.9466344679066694
2023-11-17,cp,4,-0.008867100403041653,1.0126004644995277
2023-11-17,cp,5,-0.017888097693595735,1.0849017183352756
2023-11-20,cp,1,-0.008881083437106882,0.9533527194551391
2023-11-20,cp,2,0.006457669730596194,1.0287768131405453
2023-11-20,cp,3,-0.0016670590353292474,0.9450563723637915
2023-11-20,cp,4,0.001443705803039134,1.0140623616662858
2023-11-20,cp,5,-0.017570066007004788,1.0658399235330118
2023-11-21,cp,1,-0.007052387741319259,0.9466293064233003
2023-11-21,cp,2,0.008169686810359825,1.0371815975016636
2023-11-21,cp,3,0.021962575255332035,0.9658122440623623
2023-11-21,cp,4,0.01367253533862641,1.0279271651417392
2023-11-21,cp,5,0.002784752643823274,1.068808024077963
2023-11-22,cp,1,-0.000697348497479063,0.9459691758987965
2023-11-22,cp,2,-0.002049833749616018,1.035055547658624
2023-11-22,cp,3,0.006576649177414906,0.9721640523628122
2023-11-22,cp,4,-0.0132709588575712,1.0142855860245634
2023-11-22,cp,5,0.004891258859977543,1.0740358407953494
2023-11-23,cp,1,0.01144934401962481,0.9567999024256227
2023-11-23,cp,2,0.011841186787704442,1.0473118337340994
2023-11-23,cp,3,0.013038452269639142,0.9848395669578037
2023-11-23,cp,4,-0.0014604276163106926,1.0128042953439074
2023-11-23,cp,5,0.019476509074012216,1.0949543095944145
2023-11-24,cp,1,-0.0033462443967670064,0.9535982161133038
2023-11-24,cp,2,0.016809032453403094,1.064916132336169
2023-11-24,cp,3,-0.005833171912149326,0.9790948284578521
2023-11-24,cp,4,-0.003262215973081332,1.009500308994031
2023-11-24,cp,5,0.006082656309477226,1.101614540334258
2023-11-27,cp,1,-0.03266015454716298,0.9224535509991443
2023-11-27,cp,2,-0.009243872910679815,1.0550721829483207
2023-11-27,cp,3,-0.03215310867763851,0.9476138860327329
2023-11-27,cp,4,-0.028220322210795845,0.9810118850023216
2023-11-27,cp,5,-0.007832849846180332,1.092985759051451
2023-11-28,cp,1,-0.010630087646591643,0.9126477889021136
2023-11-28,cp,2,-0.016169010785574794,1.0380127094426694
2023-11-28,cp,3,-0.03373562008344444,0.9156455439877362
2023-11-28,cp,4,-0.01896861248556575,0.9624034507119782
2023-11-28,cp,5,0.0007669152657363883,1.0938239865152999
2023-11-29,cp,1,-0.010445461263761113,0.9031147617756794
2023-11-29,cp,2,-0.02635476829326065,1.0106561249998482
2023-11-29,cp,3,-0.058395962361112976,0.8621755412649076
2023-11-29,cp,4,-0.03384288467639884,0.9298329417173644
2023-11-29,cp,5,-0.003797729106339417,1.0896699393244984
2023-11-30,cp,1,-0.029360361045625654,0.8765989863043112
2023-11-30,cp,2,-0.01853829641030023,0.9919202821857156
2023-11-30,cp,3,-0.030930202390894574,0.8355082772771049
2023-11-30,cp,4,-0.05267994401792656,0.8808493944016698
2023-11-30,cp,5,0.023105647223188863,1.114847468532244
2023-12-01,cp,1,-4.456970842052025e-05,0.87655991654309
2023-12-01,cp,2,-0.008326051252519876,0.9836615030778234
2023-12-01,cp,3,-0.013549563691824251,0.8241875046590924
2023-12-01,cp,4,-0.02017713896508137,0.8630763737635195
2023-12-01,cp,5,0.020568763975627728,1.13777850298131
2023-12-04,cp,1,0.01586475318319384,0.8904663232693272
2023-12-04,cp,2,0.00429241913719967,0.9878837905381611
2023-12-04,cp,3,-0.008510170825784572,0.8171735282019664
2023-12-04,cp,4,0.019702596878052075,0.880081219630753
2023-12-04,cp,5,0.029486932782048187,1.171328101219579
2023-12-05,cp,1,0.013611726430736529,0.9025871072574531
2023-12-05,cp,2,-0.007978223885496646,0.9800022324843946
2023-12-05,cp,3,-0.026470982488453216,0.7955421420469047
2023-12-05,cp,4,0.005928374154334652,0.8852986703869272
2023-12-05,cp,5,0.00918926807372852,1.182091749143977
2023-12-06,cp,1,0.013507642950760826,0.9147789316342467
2023-12-06,cp,2,-0.0008174806414249502,0.9792010996307853
2023-12-06,cp,3,-0.00782212901675298,0.7893193087735497
