left,right,score
300003.SZ,300450.SZ,0.9999947965322202
300450.SZ,688037.SH,0.9999881575427477
300529.SZ,300751.SZ,0.9999726341355719
300724.SZ,688012.SH,0.9999716415048764
300003.SZ,688037.SH,0.9999672572536613
