from,to,shift_score
2019-12-20,2019-12-23,0.07903836707492558
2019-12-12,2019-12-13,0.06945391056559658
2019-10-24,2019-10-25,0.05425186217847673
2019-12-19,2019-12-20,0.05280718273563617
2019-11-15,2019-11-18,0.052400283064613966
