from,to,shift_score
2019-12-20,2019-12-23,0.3522809124917002
2019-11-08,2019-11-11,0.3328518378425365
2019-12-12,2019-12-13,0.27001687283788534
2019-10-25,2019-10-28,0.2649467059788482
2019-11-07,2019-11-08,0.26467918779094923
