from,to,shift_score
2018-11-07,2018-11-08,0.11089853371173561
2018-12-25,2018-12-26,0.08738596920301216
2018-11-29,2018-11-30,0.08086316164706403
2018-11-02,2018-11-05,0.07600726172815725
2018-11-21,2018-11-22,0.06463082284718963
