left,right,score
quality_factor,value_factor,0.9997505075782323
momentum_factor,value_factor,0.009694914903714668
quality_factor,volatility_factor,0.005444233318891587
momentum_factor,volatility_factor,5.28626822626853e-05
value_factor,volatility_factor,-0.005353721363045219
