from,to,shift_score
2016-12-09,2016-12-12,0.025721153082844277
2016-12-16,2016-12-19,0.025652912723535926
2016-12-21,2016-12-22,0.01625619507045897
2016-10-28,2016-10-31,0.011621875478638627
2016-12-07,2016-12-08,0.010194032151895141
