from,to,shift_score
2020-11-30,2020-12-01,0.05351816276464357
2020-11-09,2020-11-10,0.009251079677187966
2020-11-24,2020-11-25,0.008438480974436663
2020-11-26,2020-11-27,0.008031814018892138
2020-11-19,2020-11-20,0.007609463213649424
