model,exposure_type,name,weight
pca,industry,J66货币金融服务,0.28854166666666664
pca,industry,C39计算机、通信和其他电子设备制造业,0.090625
pca,industry,C36汽车制造业,0.08020833333333334
pca,industry,E48土木工程建筑业,0.06875
pca,industry,L72商务服务业,0.05
pca,industry,C31黑色金属冶炼和压延加工业,0.04583333333333333
pca,industry,B06煤炭开采和洗选业,0.04375
pca,industry,G53铁路运输业,0.042708333333333334
pca,industry,C32有色金属冶炼和压延加工业,0.042708333333333334
pca,industry,G56航空运输业,0.040625
pca,industry,G55水上运输业,0.03854166666666667
pca,industry,C14食品制造业,0.019791666666666666
pca,industry,I65软件和信息技术服务业,0.014583333333333334
pca,industry,C35专用设备制造业,0.0125
pca,industry,C38电气机械和器材制造业,0.0125
pca,industry,R87广播、电视、电影和录音制作业,0.011458333333333333
pca,industry,C25石油、煤炭及其他燃料加工业,0.011458333333333333
pca,industry,B09有色金属矿采选业,0.010416666666666666
pca,industry,C33金属制品业,0.009375
pca,industry,C34通用设备制造业,0.008333333333333333
pca,industry,C28化学纤维制造业,0.008333333333333333
pca,industry,C26化学原料和化学制品制造业,0.007291666666666667
pca,industry,J69其他金融业,0.007291666666666667
pca,industry,C27医药制造业,0.005208333333333333
pca,industry,A01农业,0.004166666666666667
pca,industry,Q84卫生,0.004166666666666667
pca,industry,B07石油和天然气开采业,0.003125
pca,industry,C17纺织业,0.003125
pca,industry,J67资本市场服务,0.003125
pca,industry,C37铁路、船舶、航空航天和其他运输设备制造业,0.003125
pca,industry,C18纺织服装、服饰业,0.0020833333333333333
pca,industry,C30非金属矿物制品业,0.0010416666666666667
pca,industry,N77生态保护和环境治理业,0.0010416666666666667
pca,industry,C22造纸和纸制品业,0.0010416666666666667
pca,industry,G58多式联运和运输代理业,0.0010416666666666667
pca,industry,D44电力、热力生产和供应业,0.0010416666666666667
pca,industry,C15酒、饮料和精制茶制造业,0.0010416666666666667
pca,style,quality_factor,0.7135416666666666
pca,style,volatility_factor,0.23125
pca,style,momentum_factor,0.05520833333333333
