from,to,shift_score
2020-11-30,2020-12-01,0.10833630735275657
2020-12-28,2020-12-29,0.032898125718914525
2020-12-07,2020-12-08,0.02884302933640608
2020-11-17,2020-11-18,0.024802264873727504
2020-11-05,2020-11-06,0.024592095791085303
