left,right,score
quality_factor,value_factor,0.9962653446047323
momentum_factor,quality_factor,0.04722290853618118
momentum_factor,volatility_factor,-0.013284127827456376
momentum_factor,value_factor,-0.039201569584251895
value_factor,volatility_factor,-0.9986223942849585
