from,to,shift_score
2022-11-10,2022-11-11,0.014615121770521293
2022-11-01,2022-11-02,0.012106185691054731
2022-11-22,2022-11-23,0.008150875609610336
2022-11-07,2022-11-08,0.007989142665874084
2022-11-09,2022-11-10,0.007519529303049143
