model,rank,mse,rmse,explained_variance,compression_ratio,bic,ic_mean,rank_ic_mean,ir,rolling_stability
cp,2,1.0695230558550972,1.0341774779287631,0.014345595540223632,6.411214953271028,3572.981553386306,0.04000695881987212,0.023009643417806674,0.13187181928306918,0.6568138931227926
tucker,"(3, 2, 2)",0.5603899927451172,0.7485920068669697,0.48355403696950183,6.070796460176991,1989.4500873313239,0.02839635725320342,0.04319354115272483,0.07724139889660805,0.9689338382643958
pca,3,0.05542611493766621,0.23542751525186303,0.9489202275618768,0.33438947111869366,57030.73244620298,-0.03245546121948235,-0.010361067503924654,-0.10426943006215535,0.9715641856503984
