model,exposure_type,name,weight
cp,industry,J66货币金融服务,0.42448979591836733
cp,industry,B07石油和天然气开采业,0.12653061224489795
cp,industry,C31黑色金属冶炼和压延加工业,0.12244897959183673
cp,industry,C36汽车制造业,0.10204081632653061
cp,industry,C38电气机械和器材制造业,0.06938775510204082
cp,industry,D44电力、热力生产和供应业,0.05714285714285714
cp,industry,C35专用设备制造业,0.036734693877551024
cp,industry,C39计算机、通信和其他电子设备制造业,0.02857142857142857
cp,industry,C32有色金属冶炼和压延加工业,0.012244897959183673
cp,industry,G55水上运输业,0.012244897959183673
cp,industry,I63电信、广播电视和卫星传输服务,0.004081632653061225
cp,industry,J67资本市场服务,0.004081632653061225
cp,style,value_factor,0.5469387755102041
cp,style,volatility_factor,0.4530612244897959
