from,to,shift_score
2017-12-14,2017-12-15,0.053699633558065965
2017-12-07,2017-12-08,0.04120784047467734
2017-12-19,2017-12-20,0.039859906119840444
2017-11-27,2017-11-28,0.03622459598394929
2017-12-04,2017-12-05,0.03363518499248779
