from,to,shift_score
2017-12-14,2017-12-15,2134518.190345922
2017-12-12,2017-12-13,2131236.3927719286
2017-12-05,2017-12-06,2067592.6606102323
2017-10-26,2017-10-27,1960269.3169765696
2017-11-23,2017-11-24,1955092.2604638159
