from,to,shift_score
2024-10-31,2024-11-01,0.07379369442761329
2024-11-14,2024-11-15,0.0734525397392654
2024-10-30,2024-10-31,0.05940020831058161
2024-11-21,2024-11-22,0.05359289600154924
2024-11-01,2024-11-04,0.05049418756871109
