from,to,shift_score
2024-11-06,2024-11-07,0.08596812740535464
2024-11-05,2024-11-06,0.08430439986137483
2024-11-14,2024-11-15,0.06538331611369425
2024-11-01,2024-11-04,0.062200599957232094
2024-11-04,2024-11-05,0.06061960781605168
