model,top_n,observation_count,mean_daily_return,cumulative_return,annualized_volatility,sharpe_ratio,max_drawdown,average_turnover
cp,5,48,-0.00970733286335233,-0.388741351762972,0.494974830280745,-4.942166211112793,-0.46776562750223905,0.08750000000000001
pca,5,48,-0.005813274614857494,-0.2634285493294133,0.5182934971101619,-2.8264780691097853,-0.4253080473729307,0.27499999999999997
tucker,5,48,-0.00822346933904731,-0.3449900009984943,0.5234708543170807,-3.958795903056456,-0.4690806074741376,0.06249999999999999
