model,rank,mse,rmse,explained_variance,compression_ratio,bic,ic_mean,rank_ic_mean,ir,rolling_stability
cp,2,0.7718562210782065,0.8785534821957093,0.04447318355866625,8.909090909090908,2625.381255782504,0.009474200510239774,0.022495690005325447,0.04750623185237633,0.626181538108843
tucker,"(2, 2, 2)",0.6541928337751236,0.8088218801288227,0.19013570309418826,8.789237668161435,2026.671508997995,0.039250125008542434,9.831000069199803e-05,0.28099501890420076,0.9711905373745443
pca,3,0.16814369038741594,0.4100532774986879,0.7918449047982659,0.33458518265619663,89947.2801128631,0.07194979660817785,0.06327613752267826,0.3143805295178681,0.973772547673434
