from,to,shift_score
2022-10-28,2022-10-31,0.009225093705242545
2022-10-27,2022-10-28,0.005936597524017751
2022-12-12,2022-12-13,0.005332829815474348
2022-11-10,2022-11-11,0.004539700300535395
2022-12-05,2022-12-06,0.0043386439589056715
