trade_date,model,portfolio_return,benchmark_return,excess_return,cumulative_nav,drawdown
2022-10-26,pca,0.03619903610134889,0.010356314684214496,0.025842721417134396,1.0258427214171344,0.0
2022-10-27,pca,0.049497434597408387,-0.006228631393656148,0.055726065991064534,1.083008900607279,0.0
2022-10-28,pca,0.06783652429492193,-0.027473288596700507,0.09530981289162244,1.1862302762841204,0.0
2022-10-31,pca,0.06326708357649298,-0.006610516582332471,0.06987760015882545,1.2691212012265953,0.0
2022-11-01,pca,0.02627717609763147,0.03399416114670939,-0.007716985049077918,1.2593274118912618,-0.007716985049077918
2022-11-02,pca,0.014490658495741226,0.012087167642672592,0.0024034908530686343,1.262354193806761,-0.00533204189898806
2022-11-03,pca,0.02367524378678141,-0.006125268134904216,0.029800511921685625,1.2999729950086891,0.0
2022-11-04,pca,0.026126535762298442,0.03178237110093618,-0.005655835338637737,1.2926205618042441,-0.005655835338637782
2022-11-07,pca,0.03846688777123961,0.0022714279768958345,0.03619545979434378,1.3394075573783717,0.0
2022-11-08,pca,0.07291035097039511,-0.005456993124669296,0.0783673440950644,1.4443733703109725,0.0
2022-11-09,pca,0.07225421420963007,-0.008521559898128195,0.08077577410775827,1.5610437473984733,0.0
2022-11-10,pca,0.09626361428292403,-0.00893832709445641,0.10520194137738044,1.7252685801998136,0.0
2022-11-11,pca,0.05073092728166371,0.024784757474785923,0.025946169806877785,1.7700326917441487,0.0
2022-11-14,pca,0.03904461640368273,-0.0004277113297675994,0.03947232773345033,1.839900002251595,0.0
2022-11-15,pca,-0.03351872067104307,0.01889284521358703,-0.0524115658846301,1.7434679620624545,-0.05241156588463014
2022-11-16,pca,-0.04212954823294011,-0.007552853907450197,-0.03457669432548991,1.6831846032719362,-0.08517604151740688
2022-11-17,pca,-0.060339472395600516,-0.0037090931073044953,-0.05663037928829602,1.5878652207764263,-0.1369828692682965
2022-11-18,pca,-0.05194380792024626,-0.004652543621659677,-0.047291264298586586,1.512773066950155,-0.1777960404919373
2022-11-21,pca,-0.04771673197058832,-0.0060654749075265135,-0.04165125706306181,1.4497641670605375,-0.21204186896767496
2022-11-22,pca,-0.010188561681611242,-0.002212316689848559,-0.007976244991762683,1.438200492883784,-0.21832681606404014
2022-11-23,pca,-0.00016713051480088392,0.0008407881016410101,-0.001007918616441894,1.4367509038328306,-0.21911467901810255
2022-11-24,pca,0.011623884758247782,-0.0036783737069758793,0.01530225846522366,1.4587364375134242,-0.20716537000473845
2022-11-25,pca,0.013476663410245915,0.0021090590470487225,0.011367604363197193,1.4753187762052564,-0.1981527396055105
2022-11-28,pca,0.026102831738537512,-0.009870625168885927,0.03597345690742344,1.5283910926257889,-0.16930752173737385
2022-11-29,pca,-0.00022295217540166946,0.02757512824609054,-0.027798080421492212,1.4859047541174848,-0.19239917805364704
2022-11-30,pca,0.01425550908736064,0.0016367106865546877,0.012618798400805953,1.5046550866524924,-0.18220822609318088
2022-12-01,pca,-0.002923603326063762,0.010655727103013435,-0.013579330429077196,1.4842228780490463,-0.19331329081324278
2022-12-02,pca,0.017637604498261128,-0.0058785261024904,0.023516130600751528,1.5191260570898708,-0.17434314080611668
2022-12-05,pca,-0.03444608384633998,0.01651901327914973,-0.05096509712548971,1.4417036500444234,-0.21642282282725966
2022-12-06,pca,-0.008944674582310252,0.004692170007260854,-0.013636844589571106,1.42204336142455,-0.22710834301629923
2022-12-07,pca,-0.006452025601558842,-0.0020399545369554906,-0.004412071064603351,1.4157692050569974,-0.2305183959321504
2022-12-08,pca,0.0015461051873491005,-0.0009641699296871753,0.002510275117036276,1.4193231752639182,-0.2285867854084418
2022-12-09,pca,0.010722805541986591,0.009115774124350606,0.001607031417635985,1.421604072198346,-0.22734710013661363
2022-12-12,pca,-0.01351239170976042,-0.009699553966689423,-0.0038128377430709966,1.4161837265361648,-0.23029310027550598
2022-12-13,pca,-0.04170016901125737,-0.004261528372585421,-0.03743864063867195,1.363163732920042,-0.2591098802913977
2022-12-14,pca,-0.02991170256763216,0.0005082355332872712,-0.03041993810091943,1.321696376543196,-0.28164771187251614
2022-12-15,pca,-0.05768910844268436,0.0010434701626798049,-0.05873257860536416,1.2440697402154477,-0.32383839410130677
2022-12-16,pca,-0.04359477474401088,-0.0021481959171590903,-0.041446578826851786,1.1925073056615072,-0.35186297939987765
2022-12-19,pca,-0.022562874756492858,-0.015607949332435034,-0.006954925424057824,1.1842135062829873,-0.3563707240427225
2022-12-20,pca,-0.009014685219229768,-0.015584203128464091,0.006569517909234324,1.1919932181208706,-0.35214238998741365
2022-12-21,pca,-0.01885170820186035,-0.0014650156450550789,-0.01738669255680527,1.171268398507606,-0.36340649107328915
2022-12-22,pca,-0.006157152686171253,-0.0017189919043146817,-0.004438160781856571,1.1660701210363216,-0.3662317954185922
2022-12-23,pca,-0.001988408614562198,-0.0023668613093853486,0.00037845269482315045,1.1665114234159806,-0.3659919441336751
2022-12-26,pca,-0.01895455197718541,0.007605557619959624,-0.026560109597145033,1.1355287521637305,-0.3828312675829575
2022-12-27,pca,-0.009893453280968866,0.01019731243098887,-0.020090765711957736,1.1127151100448172,-0.3952306599906943
2022-12-28,pca,0.024490315133389083,-0.0047998513817394395,0.029290166515128523,1.1453067209019294,-0.3775168653185773
2022-12-29,pca,0.029640102616668607,-0.0032189516592903145,0.03285905427595892,1.1829404166066666,-0.3570626582102113
2022-12-30,pca,0.03253534898521084,0.002813429553204738,0.029721919432006104,1.2180996763619139,-0.337953326337707
