left,right,score
600060.SH,600098.SH,0.9980484179874497
600008.SH,600109.SH,0.9954577368924613
600062.SH,600096.SH,0.9950943756823997
600007.SH,600095.SH,0.9908962346963394
600038.SH,600062.SH,0.989452156933741
